DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	7p21.3	7	12935930	NR	LOC105375158			105375158			rs11980091-?	rs11980091	0	11980091	intergenic_variant	0	NR	2E-6	5.698970004336019		0.4696	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	9p21.3	9	23035988	NR	LOC107987055			107987055			rs12375901-?	rs12375901	0	12375901	intergenic_variant	0	NR	2E-7	6.698970004336019		0.5435	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	19p13.2	19	10879653	NR	CARM1			10498			rs12710258-?	rs12710258	0	12710258	intron_variant	0	NR	6E-7	6.221848749616356		0.1876	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	Xp22.13	X	19186106	NR	ADGRG2 - PDHA1	10149	5160		63150	157787	rs139545172-?	rs139545172	0	139545172	intergenic_variant	1	NR	3E-7	6.522878745280337		0.3328	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	Xq27.3	X	143165510	NR	RN7SKP81 - RN7SKP149	106480858	106479161		74833	31842	rs139618469-?	rs139618469	0	139618469	intergenic_variant	1	NR	4E-7	6.3979400086720375		0.4553	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	13q12.11	13	19216443	NR	PSPC1P1, LOC105370099			642395, 105370099			rs142980497-?	rs142980497	1	2765205	intron_variant	0	NR	8E-7	6.096910013008056		0.143	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	10p12.31	10	21405290	NR	RNMTL1P1 - LOC105376445	100420295	105376445		10699	9497	rs143362648-?	rs143362648	0	143362648	intergenic_variant	1	NR	5E-7	6.301029995663981		0.5559	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	6q22.1	6	115097886	NR	LOC105377960 - LOC105377961	105377960	105377961		44406	374622	rs145880548-?	rs145880548	0	145880548	intergenic_variant	1	NR	9E-7	6.045757490560675		0.4797	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	3p25.3	3	9988607	NR	EMC3, EMC3-AS1			55831, 442075			rs146559718-?	rs146559718	1	496348	intron_variant	0	NR	1E-6	6.0		0.2043	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	3q26.31	3	171403444	NR	TNIK			23043			rs150394119-?	rs150394119	0	150394119	intron_variant	0	NR	9E-7	6.045757490560675		0.3226	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	10q25.2	10	112050671	NR	LOC105378486, LOC107984268			105378486, 107984268			rs150400940-?	rs150400940	0	150400940	intergenic_variant	0	NR	7E-7	6.154901959985743		0.3888	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	20p11.21	20	23918358	NR	CST5 - CSTP1	1473	1480		38615	413	rs1741629-?	rs1741629	0	1741629	downstream_gene_variant	1	NR	2E-7	6.698970004336019		0.389	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	19p13.11	19	17184193	NR	MYO9B			4650			rs188493101-?	rs188493101	0	188493101	intron_variant	0	NR	1E-6	6.0		0.6195	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	2q32.3	2	193827587	NR	LOC107985834 - LOC105373815	107985834	105373815		96706	122079	rs191228972-?	rs191228972	0	191228972	intergenic_variant	1	NR	1E-6	6.0		0.6347	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	21q22.11	21	31028811	NR	LOC105372775 - LOC105372774	105372775	105372774		9621	1284	rs28456019-?	rs28456019	0	28456019	intergenic_variant	1	NR	1E-6	6.0		0.1685	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	7q11.23	7	76307732	NR	HSPB1 - YWHAG	3315	7532		3435	19059	rs2908197-?	rs2908197	0	2908197	downstream_gene_variant	1	NR	2E-6	5.698970004336019		0.1227	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	18q22.3	18	71607335	NR	LOC107985179			107985179			rs35815903-?	rs35815903	0	35815903	intergenic_variant	0	NR	3E-7	6.522878745280337		0.3674	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	4q24	4	103999322	NR	LOC105377349			105377349			rs41427747-?	rs41427747	0	41427747	intron_variant	0	NR	6E-7	6.221848749616356		0.3337	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	2q22.1	2	141414797	NR	LRP1B			53353			rs4954702-?	rs4954702	0	4954702	intron_variant	0	NR	1E-6	6.0		0.1077	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	12q15	12	69004009	NR	CPM - LOC107984471	1368	107984471		40769	3650	rs57514780-?	rs57514780	0	57514780	intergenic_variant	1	NR	1E-7	7.0		0.3512	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	3q29	3	195192301	NR	XXYLT1			152002			rs57827131-?	rs57827131	0	57827131	intron_variant	0	NR	1E-6	6.0		0.2498	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	5q35.1	5	172111740	NR	STK10			6793			rs60188314-?	rs60188314	0	60188314	intron_variant	0	NR	1E-6	6.0		0.4404	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	8q24.23	8	138596475	NR	COL22A1			169044			rs61496269-?	rs61496269	0	61496269	intron_variant	0	NR	2E-6	5.698970004336019		0.397	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
